True Label ID,True Label Name,Predicted ID,Predicted Name,Confidence,Correct
3,happy,3,happy,0.9995,True
4,sad,4,sad,0.7994,True
0,angry,6,neutral,0.5798,False
6,neutral,0,angry,0.452,False
5,surprise,5,surprise,0.9962,True
3,happy,3,happy,0.9999,True
6,neutral,3,happy,0.7552,False
6,neutral,6,neutral,0.8786,True
0,angry,2,fear,0.5169,False
1,disgust,3,happy,0.3222,False
3,happy,3,happy,0.5399,True
3,happy,3,happy,0.432,True
3,happy,3,happy,0.462,True
2,fear,3,happy,0.8088,False
0,angry,3,happy,0.2314,False
3,happy,3,happy,0.998,True
0,angry,3,happy,0.9922,False
4,sad,4,sad,0.7662,True
5,surprise,5,surprise,0.7331,True
4,sad,6,neutral,0.558,False
6,neutral,6,neutral,0.726,True
3,happy,3,happy,0.7776,True
5,surprise,6,neutral,0.3653,False
3,happy,3,happy,0.9964,True
6,neutral,6,neutral,0.9066,True
5,surprise,5,surprise,0.3967,True
2,fear,2,fear,0.4913,True
3,happy,3,happy,0.9034,True
6,neutral,6,neutral,0.6147,True
0,angry,6,neutral,0.8745,False
6,neutral,6,neutral,0.5832,True
3,happy,3,happy,0.9936,True
4,sad,4,sad,0.4795,True
0,angry,2,fear,0.2297,False
3,happy,3,happy,0.9987,True
3,happy,3,happy,0.9994,True
6,neutral,6,neutral,0.6411,True
0,angry,3,happy,0.3724,False
0,angry,0,angry,0.562,True
0,angry,0,angry,0.3604,True
3,happy,4,sad,0.4052,False
4,sad,6,neutral,0.4957,False
6,neutral,6,neutral,0.5649,True
3,happy,3,happy,0.9516,True
3,happy,0,angry,0.8036,False
5,surprise,5,surprise,0.9145,True
3,happy,3,happy,0.9959,True
3,happy,3,happy,0.9999,True
4,sad,0,angry,0.6057,False
3,happy,3,happy,0.9706,True
4,sad,0,angry,0.3009,False
0,angry,4,sad,0.5755,False
6,neutral,6,neutral,0.8721,True
5,surprise,5,surprise,0.5637,True
0,angry,2,fear,0.4196,False
0,angry,2,fear,0.6058,False
6,neutral,6,neutral,0.2935,True
3,happy,3,happy,0.9983,True
2,fear,6,neutral,0.4467,False
4,sad,6,neutral,0.555,False
5,surprise,5,surprise,0.4405,True
4,sad,4,sad,0.6469,True
2,fear,2,fear,0.4125,True
3,happy,3,happy,0.9967,True
4,sad,4,sad,0.6054,True
3,happy,3,happy,0.5315,True
4,sad,4,sad,0.3765,True
4,sad,4,sad,0.5627,True
4,sad,0,angry,0.2798,False
6,neutral,6,neutral,0.7995,True
2,fear,5,surprise,0.5449,False
4,sad,4,sad,0.2895,True
0,angry,0,angry,0.5646,True
6,neutral,2,fear,0.4823,False
6,neutral,0,angry,0.2563,False
5,surprise,5,surprise,0.8227,True
0,angry,2,fear,0.3057,False
6,neutral,3,happy,0.3743,False
3,happy,3,happy,0.9785,True
6,neutral,6,neutral,0.8205,True
3,happy,3,happy,0.7919,True
4,sad,6,neutral,0.5403,False
0,angry,6,neutral,0.3803,False
6,neutral,4,sad,0.6129,False
3,happy,3,happy,0.9987,True
4,sad,2,fear,0.4376,False
6,neutral,3,happy,0.7965,False
6,neutral,4,sad,0.4404,False
6,neutral,4,sad,0.5375,False
0,angry,0,angry,0.3575,True
2,fear,4,sad,0.4174,False
3,happy,3,happy,0.9986,True
2,fear,5,surprise,0.7405,False
0,angry,0,angry,0.46,True
6,neutral,3,happy,0.3223,False
0,angry,4,sad,0.5982,False
3,happy,3,happy,0.9994,True
0,angry,6,neutral,0.9259,False
5,surprise,5,surprise,0.7361,True
4,sad,6,neutral,0.5455,False
3,happy,3,happy,0.9758,True
6,neutral,6,neutral,0.251,True
0,angry,0,angry,0.504,True
0,angry,4,sad,0.54,False
2,fear,4,sad,0.7819,False
4,sad,4,sad,0.9265,True
3,happy,3,happy,0.9188,True
6,neutral,0,angry,0.345,False
3,happy,3,happy,0.9839,True
2,fear,5,surprise,0.4429,False
3,happy,3,happy,0.8125,True
6,neutral,6,neutral,0.4119,True
6,neutral,6,neutral,0.3525,True
3,happy,3,happy,0.9502,True
2,fear,4,sad,0.7831,False
0,angry,0,angry,0.5328,True
6,neutral,4,sad,0.6424,False
4,sad,4,sad,0.8635,True
2,fear,3,happy,0.3649,False
2,fear,2,fear,0.4284,True
2,fear,2,fear,0.256,True
4,sad,4,sad,0.455,True
0,angry,6,neutral,0.4026,False
0,angry,3,happy,0.5943,False
4,sad,6,neutral,0.4715,False
5,surprise,5,surprise,0.476,True
4,sad,2,fear,0.3888,False
6,neutral,6,neutral,0.8104,True
6,neutral,6,neutral,0.6929,True
3,happy,3,happy,0.9381,True
3,happy,3,happy,0.9945,True
6,neutral,3,happy,0.8687,False
0,angry,6,neutral,0.5245,False
4,sad,4,sad,0.6569,True
1,disgust,6,neutral,0.3537,False
6,neutral,4,sad,0.4997,False
3,happy,3,happy,0.9858,True
5,surprise,5,surprise,0.6988,True
2,fear,2,fear,0.2747,True
3,happy,3,happy,0.3727,True
6,neutral,4,sad,0.2694,False
2,fear,4,sad,0.7529,False
4,sad,0,angry,0.4105,False
4,sad,0,angry,0.4039,False
6,neutral,6,neutral,0.8837,True
6,neutral,6,neutral,0.6207,True
0,angry,3,happy,0.9697,False
3,happy,3,happy,0.9938,True
3,happy,6,neutral,0.5856,False
0,angry,2,fear,0.2831,False
6,neutral,6,neutral,0.3524,True
6,neutral,0,angry,0.3232,False
6,neutral,4,sad,0.4734,False
4,sad,3,happy,0.4584,False
3,happy,3,happy,0.9082,True
6,neutral,6,neutral,0.4383,True
3,happy,2,fear,0.2363,False
4,sad,6,neutral,0.5557,False
2,fear,2,fear,0.7526,True
6,neutral,6,neutral,0.3154,True
4,sad,6,neutral,0.8836,False
2,fear,5,surprise,0.8991,False
0,angry,2,fear,0.3695,False
4,sad,6,neutral,0.2194,False
3,happy,3,happy,0.9733,True
3,happy,3,happy,0.9986,True
4,sad,4,sad,0.4395,True
0,angry,2,fear,0.5695,False
6,neutral,3,happy,0.9762,False
0,angry,2,fear,0.3287,False
4,sad,6,neutral,0.4604,False
3,happy,6,neutral,0.2482,False
1,disgust,2,fear,0.4699,False
3,happy,6,neutral,0.3801,False
2,fear,6,neutral,0.2592,False
5,surprise,5,surprise,0.9385,True
6,neutral,6,neutral,0.7267,True
4,sad,4,sad,0.6415,True
4,sad,6,neutral,0.8411,False
3,happy,3,happy,0.9696,True
2,fear,4,sad,0.2717,False
6,neutral,6,neutral,0.9814,True
4,sad,2,fear,0.2691,False
6,neutral,6,neutral,0.7964,True
3,happy,3,happy,0.9928,True
3,happy,3,happy,0.9993,True
6,neutral,6,neutral,0.9581,True
2,fear,4,sad,0.7674,False
2,fear,2,fear,0.3815,True
3,happy,3,happy,0.9957,True
2,fear,2,fear,0.5422,True
6,neutral,6,neutral,0.8392,True
0,angry,4,sad,0.3758,False
4,sad,0,angry,0.6271,False
0,angry,0,angry,0.3491,True
1,disgust,4,sad,0.2821,False
4,sad,4,sad,0.4228,True
5,surprise,5,surprise,0.8071,True
0,angry,0,angry,0.4681,True
6,neutral,6,neutral,0.7604,True
2,fear,6,neutral,0.8535,False
4,sad,3,happy,0.547,False
2,fear,5,surprise,0.5706,False
5,surprise,5,surprise,0.5835,True
4,sad,4,sad,0.6138,True
6,neutral,6,neutral,0.7755,True
3,happy,3,happy,0.8882,True
5,surprise,5,surprise,0.9588,True
6,neutral,2,fear,0.3505,False
3,happy,3,happy,0.9983,True
0,angry,0,angry,0.6237,True
5,surprise,5,surprise,0.6784,True
3,happy,3,happy,0.9447,True
2,fear,2,fear,0.4912,True
6,neutral,6,neutral,0.9086,True
1,disgust,0,angry,0.4643,False
4,sad,4,sad,0.4637,True
3,happy,3,happy,0.558,True
6,neutral,4,sad,0.6369,False
3,happy,3,happy,0.8076,True
4,sad,4,sad,0.4611,True
0,angry,0,angry,0.6802,True
3,happy,3,happy,0.9997,True
0,angry,0,angry,0.4111,True
6,neutral,6,neutral,0.9737,True
4,sad,4,sad,0.7247,True
4,sad,2,fear,0.3968,False
0,angry,6,neutral,0.8607,False
5,surprise,5,surprise,0.8979,True
6,neutral,6,neutral,0.8847,True
2,fear,4,sad,0.4403,False
2,fear,6,neutral,0.3206,False
4,sad,4,sad,0.4899,True
4,sad,4,sad,0.5568,True
4,sad,4,sad,0.4565,True
0,angry,6,neutral,0.4979,False
6,neutral,3,happy,0.6234,False
0,angry,5,surprise,0.6833,False
5,surprise,5,surprise,0.8898,True
0,angry,3,happy,0.5556,False
3,happy,3,happy,0.987,True
0,angry,2,fear,0.2841,False
2,fear,0,angry,0.4914,False
4,sad,6,neutral,0.4181,False
1,disgust,0,angry,0.402,False
5,surprise,2,fear,0.4834,False
3,happy,3,happy,0.9978,True
2,fear,2,fear,0.3955,True
3,happy,3,happy,0.9889,True
4,sad,2,fear,0.4024,False
0,angry,6,neutral,0.9219,False
0,angry,2,fear,0.3768,False
3,happy,0,angry,0.5089,False
3,happy,3,happy,0.9304,True
2,fear,4,sad,0.4747,False
2,fear,6,neutral,0.5388,False
2,fear,6,neutral,0.9282,False
2,fear,5,surprise,0.6212,False
2,fear,6,neutral,0.857,False
3,happy,3,happy,0.9957,True
3,happy,3,happy,0.6544,True
6,neutral,6,neutral,0.7099,True
6,neutral,0,angry,0.3441,False
4,sad,3,happy,0.7933,False
6,neutral,6,neutral,0.802,True
6,neutral,6,neutral,0.3958,True
4,sad,4,sad,0.5648,True
3,happy,3,happy,1.0,True
0,angry,0,angry,0.7521,True
6,neutral,4,sad,0.5124,False
2,fear,2,fear,0.3619,True
3,happy,3,happy,0.9782,True
6,neutral,3,happy,0.5799,False
3,happy,3,happy,0.8272,True
5,surprise,5,surprise,0.5645,True
4,sad,2,fear,0.3862,False
2,fear,5,surprise,0.3339,False
2,fear,0,angry,0.4202,False
5,surprise,4,sad,0.5067,False
2,fear,6,neutral,0.2486,False
3,happy,3,happy,0.9969,True
4,sad,2,fear,0.4801,False
2,fear,2,fear,0.632,True
3,happy,3,happy,0.9993,True
0,angry,6,neutral,0.7118,False
6,neutral,6,neutral,0.871,True
2,fear,3,happy,0.9652,False
4,sad,4,sad,0.4918,True
3,happy,6,neutral,0.8397,False
6,neutral,3,happy,0.3166,False
1,disgust,4,sad,0.4807,False
2,fear,4,sad,0.3908,False
4,sad,4,sad,0.602,True
3,happy,3,happy,0.9591,True
3,happy,3,happy,0.7385,True
2,fear,5,surprise,0.5056,False
4,sad,6,neutral,0.979,False
6,neutral,6,neutral,0.3646,True
3,happy,3,happy,0.9991,True
5,surprise,5,surprise,0.8284,True
6,neutral,4,sad,0.4695,False
4,sad,2,fear,0.4257,False
5,surprise,5,surprise,0.8352,True
4,sad,4,sad,0.8338,True
0,angry,4,sad,0.4783,False
0,angry,0,angry,0.5179,True
0,angry,0,angry,0.7739,True
4,sad,4,sad,0.5895,True
5,surprise,5,surprise,0.9063,True
0,angry,3,happy,0.8723,False
3,happy,3,happy,0.9887,True
3,happy,6,neutral,0.5566,False
3,happy,3,happy,0.9928,True
0,angry,4,sad,0.5757,False
3,happy,3,happy,0.9814,True
2,fear,0,angry,0.4436,False
6,neutral,6,neutral,0.9431,True
0,angry,6,neutral,0.3739,False
2,fear,6,neutral,0.7343,False
3,happy,3,happy,0.9982,True
3,happy,3,happy,0.9993,True
3,happy,3,happy,0.9986,True
5,surprise,2,fear,0.5296,False
0,angry,0,angry,0.7897,True
3,happy,0,angry,0.5577,False
3,happy,3,happy,0.9998,True
3,happy,3,happy,0.9935,True
0,angry,6,neutral,0.464,False
4,sad,4,sad,0.5085,True
4,sad,6,neutral,0.4297,False
3,happy,3,happy,0.9862,True
6,neutral,6,neutral,0.9569,True
0,angry,0,angry,0.3799,True
2,fear,0,angry,0.4868,False
4,sad,4,sad,0.7554,True
0,angry,2,fear,0.4427,False
3,happy,6,neutral,0.7228,False
3,happy,0,angry,0.3651,False
2,fear,4,sad,0.6807,False
3,happy,3,happy,0.9906,True
6,neutral,6,neutral,0.6448,True
3,happy,3,happy,0.9993,True
3,happy,3,happy,0.9964,True
3,happy,3,happy,0.9952,True
0,angry,0,angry,0.5039,True
4,sad,4,sad,0.3767,True
6,neutral,6,neutral,0.4608,True
0,angry,2,fear,0.2176,False
5,surprise,5,surprise,0.8972,True
3,happy,3,happy,0.9848,True
6,neutral,6,neutral,0.3545,True
1,disgust,0,angry,0.4443,False
2,fear,6,neutral,0.4976,False
0,angry,0,angry,0.3084,True
1,disgust,0,angry,0.463,False
2,fear,2,fear,0.338,True
0,angry,6,neutral,0.3711,False
6,neutral,6,neutral,0.3979,True
5,surprise,5,surprise,0.9901,True
3,happy,3,happy,0.8033,True
0,angry,0,angry,0.4406,True
5,surprise,5,surprise,0.9297,True
0,angry,6,neutral,0.8327,False
6,neutral,6,neutral,0.8301,True
3,happy,0,angry,0.3224,False
2,fear,2,fear,0.767,True
3,happy,3,happy,0.3669,True
5,surprise,3,happy,0.5582,False
3,happy,3,happy,0.9988,True
3,happy,4,sad,0.4921,False
3,happy,3,happy,0.9915,True
0,angry,0,angry,0.5243,True
1,disgust,2,fear,0.3097,False
6,neutral,2,fear,0.3962,False
4,sad,4,sad,0.6965,True
4,sad,4,sad,0.7657,True
0,angry,3,happy,0.4457,False
3,happy,3,happy,0.3812,True
2,fear,3,happy,0.698,False
6,neutral,6,neutral,0.483,True
0,angry,0,angry,0.5616,True
0,angry,0,angry,0.4975,True
6,neutral,4,sad,0.3576,False
3,happy,3,happy,0.9981,True
3,happy,3,happy,0.9955,True
3,happy,6,neutral,0.4526,False
5,surprise,5,surprise,0.6821,True
3,happy,3,happy,0.9941,True
2,fear,4,sad,0.8925,False
3,happy,3,happy,0.9624,True
3,happy,3,happy,0.9221,True
6,neutral,3,happy,0.8046,False
5,surprise,5,surprise,0.9826,True
4,sad,4,sad,0.6166,True
3,happy,3,happy,0.9345,True
3,happy,3,happy,0.9894,True
4,sad,4,sad,0.3751,True
2,fear,2,fear,0.432,True
0,angry,4,sad,0.3746,False
2,fear,2,fear,0.4237,True
3,happy,3,happy,0.9557,True
5,surprise,2,fear,0.402,False
6,neutral,6,neutral,0.9229,True
6,neutral,2,fear,0.2712,False
0,angry,6,neutral,0.3043,False
6,neutral,4,sad,0.4669,False
3,happy,3,happy,0.9811,True
2,fear,0,angry,0.4452,False
1,disgust,0,angry,0.5247,False
2,fear,2,fear,0.3189,True
2,fear,0,angry,0.481,False
3,happy,4,sad,0.5246,False
4,sad,2,fear,0.3962,False
4,sad,4,sad,0.4269,True
3,happy,3,happy,0.9107,True
5,surprise,5,surprise,0.7659,True
4,sad,4,sad,0.8037,True
4,sad,4,sad,0.4372,True
6,neutral,6,neutral,0.8086,True
4,sad,4,sad,0.6744,True
3,happy,3,happy,0.9184,True
4,sad,3,happy,0.2563,False
2,fear,0,angry,0.6279,False
2,fear,4,sad,0.7052,False
6,neutral,3,happy,0.9982,False
6,neutral,6,neutral,0.3069,True
6,neutral,4,sad,0.318,False
4,sad,4,sad,0.5925,True
6,neutral,4,sad,0.4134,False
4,sad,3,happy,0.9588,False
4,sad,4,sad,0.4492,True
3,happy,3,happy,0.2292,True
3,happy,3,happy,0.9668,True
5,surprise,5,surprise,0.7538,True
5,surprise,5,surprise,0.9674,True
2,fear,4,sad,0.8425,False
5,surprise,5,surprise,0.7195,True
2,fear,5,surprise,0.5591,False
4,sad,4,sad,0.6726,True
6,neutral,3,happy,0.9997,False
5,surprise,2,fear,0.3915,False
6,neutral,6,neutral,0.5319,True
2,fear,0,angry,0.4781,False
2,fear,4,sad,0.4486,False
0,angry,4,sad,0.3514,False
0,angry,2,fear,0.3852,False
2,fear,4,sad,0.8244,False
6,neutral,6,neutral,0.4525,True
3,happy,3,happy,0.9998,True
3,happy,4,sad,0.4616,False
0,angry,0,angry,0.5619,True
6,neutral,3,happy,0.986,False
3,happy,6,neutral,0.6631,False
5,surprise,5,surprise,0.9746,True
5,surprise,5,surprise,0.8554,True
4,sad,4,sad,0.6866,True
0,angry,0,angry,0.8208,True
0,angry,3,happy,0.9658,False
6,neutral,6,neutral,0.6987,True
2,fear,5,surprise,0.9021,False
5,surprise,5,surprise,0.8753,True
2,fear,2,fear,0.3683,True
3,happy,3,happy,0.9987,True
1,disgust,0,angry,0.5142,False
3,happy,3,happy,0.9897,True
5,surprise,5,surprise,0.983,True
3,happy,6,neutral,0.6391,False
4,sad,4,sad,0.4191,True
5,surprise,3,happy,0.9673,False
4,sad,3,happy,0.3519,False
0,angry,5,surprise,0.6003,False
4,sad,6,neutral,0.6491,False
3,happy,6,neutral,0.6794,False
6,neutral,3,happy,0.8183,False
0,angry,2,fear,0.4232,False
3,happy,3,happy,0.9016,True
0,angry,0,angry,0.35,True
6,neutral,6,neutral,0.7127,True
3,happy,3,happy,0.999,True
5,surprise,5,surprise,0.8769,True
5,surprise,2,fear,0.394,False
6,neutral,2,fear,0.4202,False
4,sad,2,fear,0.4213,False
3,happy,3,happy,0.5667,True
5,surprise,6,neutral,0.4255,False
1,disgust,0,angry,0.4503,False
3,happy,3,happy,0.9989,True
3,happy,3,happy,0.9999,True
6,neutral,6,neutral,0.8511,True
5,surprise,4,sad,0.3535,False
4,sad,4,sad,0.7451,True
4,sad,2,fear,0.508,False
3,happy,3,happy,0.9861,True
2,fear,6,neutral,0.3733,False
6,neutral,6,neutral,0.5781,True
2,fear,0,angry,0.5459,False
2,fear,3,happy,0.6058,False
4,sad,6,neutral,0.6348,False
3,happy,3,happy,0.7226,True
4,sad,4,sad,0.3707,True
2,fear,0,angry,0.4973,False
0,angry,0,angry,0.86,True
2,fear,3,happy,0.3235,False
4,sad,4,sad,0.4781,True
2,fear,0,angry,0.6032,False
4,sad,4,sad,0.7852,True
0,angry,2,fear,0.3537,False
4,sad,6,neutral,0.7256,False
4,sad,4,sad,0.9142,True
2,fear,4,sad,0.5119,False
4,sad,0,angry,0.5125,False
2,fear,0,angry,0.3944,False
2,fear,2,fear,0.3477,True
3,happy,3,happy,0.9958,True
5,surprise,2,fear,0.4709,False
4,sad,4,sad,0.3711,True
3,happy,3,happy,0.9938,True
4,sad,6,neutral,0.7694,False
3,happy,3,happy,0.991,True
3,happy,3,happy,0.9983,True
4,sad,4,sad,0.4836,True
3,happy,3,happy,0.9265,True
4,sad,2,fear,0.3243,False
2,fear,0,angry,0.8268,False
2,fear,0,angry,0.3443,False
3,happy,3,happy,0.998,True
2,fear,2,fear,0.3842,True
0,angry,3,happy,0.6434,False
3,happy,3,happy,0.9965,True
4,sad,4,sad,0.7784,True
6,neutral,3,happy,0.4644,False
6,neutral,4,sad,0.4068,False
2,fear,4,sad,0.6802,False
3,happy,3,happy,0.9738,True
5,surprise,2,fear,0.4768,False
5,surprise,5,surprise,0.8954,True
1,disgust,4,sad,0.3692,False
2,fear,0,angry,0.3689,False
5,surprise,5,surprise,0.8008,True
5,surprise,5,surprise,0.8798,True
2,fear,5,surprise,0.6383,False
0,angry,0,angry,0.357,True
4,sad,5,surprise,0.5147,False
3,happy,3,happy,0.9739,True
4,sad,0,angry,0.35,False
6,neutral,6,neutral,0.9613,True
6,neutral,4,sad,0.4976,False
3,happy,3,happy,0.999,True
2,fear,2,fear,0.4626,True
5,surprise,5,surprise,0.9217,True
6,neutral,6,neutral,0.875,True
3,happy,0,angry,0.489,False
3,happy,3,happy,0.9627,True
2,fear,6,neutral,0.9029,False
0,angry,2,fear,0.5565,False
6,neutral,0,angry,0.238,False
3,happy,3,happy,0.9984,True
4,sad,4,sad,0.7873,True
4,sad,4,sad,0.4645,True
6,neutral,3,happy,0.9993,False
6,neutral,6,neutral,0.6411,True
2,fear,0,angry,0.3959,False
5,surprise,5,surprise,0.8269,True
4,sad,4,sad,0.3989,True
2,fear,4,sad,0.4356,False
4,sad,3,happy,0.243,False
3,happy,3,happy,1.0,True
6,neutral,6,neutral,0.8363,True
0,angry,0,angry,0.5678,True
2,fear,6,neutral,0.3596,False
2,fear,6,neutral,0.9406,False
3,happy,3,happy,0.9989,True
0,angry,6,neutral,0.704,False
6,neutral,6,neutral,0.3526,True
6,neutral,6,neutral,0.8106,True
4,sad,4,sad,0.4092,True
6,neutral,6,neutral,0.8793,True
3,happy,3,happy,0.275,True
4,sad,4,sad,0.8138,True
3,happy,3,happy,0.9845,True
6,neutral,6,neutral,0.9773,True
6,neutral,6,neutral,0.5888,True
0,angry,3,happy,0.373,False
5,surprise,5,surprise,0.8313,True
0,angry,2,fear,0.5565,False
4,sad,3,happy,0.981,False
6,neutral,6,neutral,0.8479,True
0,angry,3,happy,0.4745,False
2,fear,4,sad,0.6014,False
5,surprise,5,surprise,0.7055,True
4,sad,4,sad,0.5507,True
6,neutral,3,happy,0.5283,False
2,fear,5,surprise,0.4211,False
6,neutral,2,fear,0.5852,False
4,sad,3,happy,0.7334,False
2,fear,4,sad,0.4883,False
3,happy,3,happy,0.9968,True
2,fear,4,sad,0.5486,False
6,neutral,6,neutral,0.8797,True
0,angry,4,sad,0.5594,False
5,surprise,5,surprise,0.8345,True
3,happy,3,happy,0.998,True
4,sad,4,sad,0.3678,True
2,fear,5,surprise,0.7384,False
6,neutral,6,neutral,0.3121,True
6,neutral,6,neutral,0.9812,True
0,angry,0,angry,0.5163,True
3,happy,4,sad,0.6618,False
3,happy,3,happy,0.9972,True
4,sad,4,sad,0.3884,True
0,angry,0,angry,0.9176,True
6,neutral,6,neutral,0.4758,True
6,neutral,5,surprise,0.6869,False
3,happy,3,happy,0.9961,True
4,sad,0,angry,0.5718,False
5,surprise,6,neutral,0.6556,False
6,neutral,4,sad,0.604,False
6,neutral,6,neutral,0.5002,True
6,neutral,4,sad,0.5509,False
4,sad,4,sad,0.4576,True
0,angry,0,angry,0.6944,True
3,happy,3,happy,0.985,True
3,happy,3,happy,0.9997,True
4,sad,6,neutral,0.5848,False
4,sad,0,angry,0.6197,False
2,fear,2,fear,0.6552,True
6,neutral,0,angry,0.5419,False
6,neutral,0,angry,0.2946,False
4,sad,4,sad,0.808,True
5,surprise,3,happy,0.5471,False
6,neutral,6,neutral,0.6749,True
5,surprise,5,surprise,0.966,True
3,happy,3,happy,0.9912,True
6,neutral,6,neutral,0.4847,True
3,happy,3,happy,0.9997,True
4,sad,2,fear,0.3176,False
5,surprise,5,surprise,0.8656,True
4,sad,3,happy,0.7042,False
2,fear,2,fear,0.5326,True
5,surprise,5,surprise,0.6413,True
4,sad,4,sad,0.2908,True
4,sad,4,sad,0.6016,True
3,happy,3,happy,0.4097,True
2,fear,4,sad,0.531,False
6,neutral,6,neutral,0.9148,True
4,sad,2,fear,0.5704,False
2,fear,4,sad,0.4261,False
2,fear,5,surprise,0.4457,False
3,happy,3,happy,0.9968,True
3,happy,3,happy,0.9952,True
0,angry,0,angry,0.4377,True
0,angry,2,fear,0.2966,False
4,sad,4,sad,0.6362,True
4,sad,4,sad,0.4062,True
2,fear,6,neutral,0.5305,False
4,sad,6,neutral,0.7122,False
5,surprise,5,surprise,0.4369,True
4,sad,3,happy,0.6998,False
3,happy,3,happy,0.9399,True
0,angry,6,neutral,0.6805,False
0,angry,6,neutral,0.5569,False
2,fear,4,sad,0.5814,False
5,surprise,5,surprise,0.5957,True
4,sad,3,happy,0.2531,False
6,neutral,6,neutral,0.2993,True
6,neutral,6,neutral,0.9385,True
4,sad,0,angry,0.3642,False
6,neutral,6,neutral,0.3854,True
6,neutral,2,fear,0.325,False
6,neutral,5,surprise,0.5783,False
3,happy,3,happy,0.9488,True
3,happy,3,happy,0.6967,True
6,neutral,6,neutral,0.7853,True
5,surprise,3,happy,0.9869,False
4,sad,4,sad,0.7583,True
3,happy,3,happy,0.8875,True
3,happy,3,happy,0.9966,True
6,neutral,6,neutral,0.5181,True
6,neutral,4,sad,0.4516,False
0,angry,0,angry,0.5619,True
5,surprise,5,surprise,0.9611,True
4,sad,4,sad,0.5307,True
3,happy,6,neutral,0.9771,False
3,happy,3,happy,0.9919,True
6,neutral,3,happy,0.7909,False
0,angry,0,angry,0.5116,True
1,disgust,5,surprise,0.5392,False
2,fear,4,sad,0.6077,False
4,sad,0,angry,0.4559,False
0,angry,0,angry,0.6343,True
0,angry,0,angry,0.6426,True
2,fear,6,neutral,0.4582,False
6,neutral,6,neutral,0.7924,True
0,angry,6,neutral,0.8776,False
5,surprise,2,fear,0.4582,False
3,happy,3,happy,0.9986,True
4,sad,4,sad,0.521,True
0,angry,6,neutral,0.353,False
2,fear,2,fear,0.3818,True
2,fear,4,sad,0.4279,False
0,angry,3,happy,0.9928,False
2,fear,0,angry,0.7684,False
5,surprise,5,surprise,0.9379,True
3,happy,3,happy,0.3407,True
3,happy,3,happy,0.9224,True
5,surprise,5,surprise,0.7332,True
2,fear,0,angry,0.3935,False
3,happy,3,happy,0.9956,True
0,angry,6,neutral,0.543,False
3,happy,3,happy,0.9921,True
4,sad,5,surprise,0.861,False
4,sad,6,neutral,0.3109,False
4,sad,4,sad,0.8347,True
5,surprise,5,surprise,0.9013,True
0,angry,0,angry,0.7079,True
6,neutral,6,neutral,0.9977,True
3,happy,3,happy,0.9613,True
3,happy,3,happy,0.424,True
3,happy,0,angry,0.4519,False
2,fear,0,angry,0.4867,False
3,happy,3,happy,0.9884,True
0,angry,3,happy,0.495,False
0,angry,0,angry,0.3653,True
3,happy,3,happy,0.8265,True
4,sad,6,neutral,0.4228,False
6,neutral,6,neutral,0.9151,True
0,angry,2,fear,0.6282,False
2,fear,2,fear,0.3631,True
4,sad,4,sad,0.4666,True
3,happy,4,sad,0.576,False
6,neutral,4,sad,0.5219,False
2,fear,2,fear,0.3853,True
5,surprise,5,surprise,0.9144,True
6,neutral,0,angry,0.3237,False
0,angry,4,sad,0.6892,False
0,angry,0,angry,0.5938,True
3,happy,3,happy,0.9889,True
0,angry,0,angry,0.6628,True
0,angry,0,angry,0.4604,True
0,angry,0,angry,0.302,True
3,happy,3,happy,0.5277,True
4,sad,4,sad,0.3356,True
6,neutral,4,sad,0.5972,False
3,happy,3,happy,0.8884,True
2,fear,4,sad,0.334,False
0,angry,2,fear,0.4283,False
3,happy,3,happy,0.9922,True
0,angry,2,fear,0.3374,False
3,happy,3,happy,0.9962,True
2,fear,4,sad,0.6179,False
5,surprise,5,surprise,0.9597,True
4,sad,4,sad,0.2466,True
4,sad,0,angry,0.4166,False
3,happy,3,happy,0.9996,True
4,sad,3,happy,0.3328,False
3,happy,3,happy,0.3869,True
5,surprise,5,surprise,0.9664,True
3,happy,4,sad,0.4478,False
2,fear,4,sad,0.711,False
4,sad,6,neutral,0.8161,False
3,happy,3,happy,0.9985,True
6,neutral,6,neutral,0.897,True
0,angry,3,happy,0.3923,False
3,happy,3,happy,0.9992,True
3,happy,3,happy,0.9956,True
0,angry,3,happy,0.3532,False
6,neutral,6,neutral,0.4321,True
0,angry,0,angry,0.5354,True
0,angry,0,angry,0.8571,True
0,angry,6,neutral,0.4346,False
3,happy,6,neutral,0.7221,False
3,happy,3,happy,0.9944,True
5,surprise,5,surprise,0.4906,True
0,angry,2,fear,0.3523,False
6,neutral,6,neutral,0.5469,True
0,angry,4,sad,0.3381,False
0,angry,0,angry,0.5134,True
6,neutral,6,neutral,0.8639,True
5,surprise,5,surprise,0.9062,True
2,fear,5,surprise,0.296,False
4,sad,6,neutral,0.8861,False
3,happy,3,happy,0.9598,True
3,happy,3,happy,0.6526,True
0,angry,0,angry,0.5526,True
0,angry,6,neutral,0.3995,False
3,happy,3,happy,0.9982,True
5,surprise,2,fear,0.4042,False
3,happy,3,happy,0.8942,True
2,fear,4,sad,0.7476,False
3,happy,3,happy,0.9996,True
4,sad,4,sad,0.644,True
6,neutral,6,neutral,0.512,True
0,angry,4,sad,0.5903,False
2,fear,4,sad,0.4476,False
3,happy,3,happy,0.5911,True
3,happy,3,happy,0.9997,True
0,angry,0,angry,0.4916,True
0,angry,0,angry,0.5569,True
